"message","expected_label","source"
"I left the charger in the library study room, so let me know if you see it when you pass by later. Stress ham note 208 with reference task-2208.","ham","batch"
"The printing office said our posters will be ready tomorrow morning if no further edits are needed tonight. Stress ham note 209 with reference task-2209.","ham","batch"
"Could you send me the final version of the budget sheet before lunch so I can combine it with the other files? Stress ham note 210 with reference task-2210.","ham","batch"
"I have updated the slide deck with the comments from yesterday, so please review section three before the client call. Stress ham note 211 with reference task-2211.","ham","batch"
"The lab session will start ten minutes later tomorrow because the room booking changed this afternoon. Stress ham note 212 with reference task-2212.","ham","batch"
"Can you bring the signed attendance sheet to class on Friday so I can submit the final group record? Stress ham note 213 with reference task-2213.","ham","batch"
"The restaurant confirmed our reservation for seven people at 6:30 PM, and they asked whether anyone needs a vegetarian option. Stress ham note 214 with reference task-2214.","ham","batch"
"Please check the shared folder when you have time because I uploaded the revised database diagram and meeting notes. Stress ham note 215 with reference task-2215.","ham","batch"
"My train arrives around 5:20 PM, so I should reach campus just before the workshop begins. Stress ham note 216 with reference task-2216.","ham","batch"
"The tutor posted the sample answers for quiz two, and I think question four matches what we discussed after class. Stress ham note 217 with reference task-2217.","ham","batch"
"I left the charger in the library study room, so let me know if you see it when you pass by later. Stress ham note 218 with reference task-2218.","ham","batch"
"The printing office said our posters will be ready tomorrow morning if no further edits are needed tonight. Stress ham note 219 with reference task-2219.","ham","batch"
"Could you send me the final version of the budget sheet before lunch so I can combine it with the other files? Stress ham note 220 with reference task-2220.","ham","batch"
"I have updated the slide deck with the comments from yesterday, so please review section three before the client call. Stress ham note 221 with reference task-2221.","ham","batch"
"The lab session will start ten minutes later tomorrow because the room booking changed this afternoon. Stress ham note 222 with reference task-2222.","ham","batch"
"Can you bring the signed attendance sheet to class on Friday so I can submit the final group record? Stress ham note 223 with reference task-2223.","ham","batch"
"The restaurant confirmed our reservation for seven people at 6:30 PM, and they asked whether anyone needs a vegetarian option. Stress ham note 224 with reference task-2224.","ham","batch"
"Please check the shared folder when you have time because I uploaded the revised database diagram and meeting notes. Stress ham note 225 with reference task-2225.","ham","batch"
"My train arrives around 5:20 PM, so I should reach campus just before the workshop begins. Stress ham note 226 with reference task-2226.","ham","batch"
"The tutor posted the sample answers for quiz two, and I think question four matches what we discussed after class. Stress ham note 227 with reference task-2227.","ham","batch"
"I left the charger in the library study room, so let me know if you see it when you pass by later. Stress ham note 228 with reference task-2228.","ham","batch"
"The printing office said our posters will be ready tomorrow morning if no further edits are needed tonight. Stress ham note 229 with reference task-2229.","ham","batch"
"Could you send me the final version of the budget sheet before lunch so I can combine it with the other files? Stress ham note 230 with reference task-2230.","ham","batch"
"I have updated the slide deck with the comments from yesterday, so please review section three before the client call. Stress ham note 231 with reference task-2231.","ham","batch"
"The lab session will start ten minutes later tomorrow because the room booking changed this afternoon. Stress ham note 232 with reference task-2232.","ham","batch"
"Can you bring the signed attendance sheet to class on Friday so I can submit the final group record? Stress ham note 233 with reference task-2233.","ham","batch"
"The restaurant confirmed our reservation for seven people at 6:30 PM, and they asked whether anyone needs a vegetarian option. Stress ham note 234 with reference task-2234.","ham","batch"
"Please check the shared folder when you have time because I uploaded the revised database diagram and meeting notes. Stress ham note 235 with reference task-2235.","ham","batch"
"My train arrives around 5:20 PM, so I should reach campus just before the workshop begins. Stress ham note 236 with reference task-2236.","ham","batch"
"The tutor posted the sample answers for quiz two, and I think question four matches what we discussed after class. Stress ham note 237 with reference task-2237.","ham","batch"
"I left the charger in the library study room, so let me know if you see it when you pass by later. Stress ham note 238 with reference task-2238.","ham","batch"
"The printing office said our posters will be ready tomorrow morning if no further edits are needed tonight. Stress ham note 239 with reference task-2239.","ham","batch"
"Could you send me the final version of the budget sheet before lunch so I can combine it with the other files? Stress ham note 240 with reference task-2240.","ham","batch"
"I have updated the slide deck with the comments from yesterday, so please review section three before the client call. Stress ham note 241 with reference task-2241.","ham","batch"
"The lab session will start ten minutes later tomorrow because the room booking changed this afternoon. Stress ham note 242 with reference task-2242.","ham","batch"
"Can you bring the signed attendance sheet to class on Friday so I can submit the final group record? Stress ham note 243 with reference task-2243.","ham","batch"
"The restaurant confirmed our reservation for seven people at 6:30 PM, and they asked whether anyone needs a vegetarian option. Stress ham note 244 with reference task-2244.","ham","batch"
"Please check the shared folder when you have time because I uploaded the revised database diagram and meeting notes. Stress ham note 245 with reference task-2245.","ham","batch"
"My train arrives around 5:20 PM, so I should reach campus just before the workshop begins. Stress ham note 246 with reference task-2246.","ham","batch"
"The tutor posted the sample answers for quiz two, and I think question four matches what we discussed after class. Stress ham note 247 with reference task-2247.","ham","batch"
"I left the charger in the library study room, so let me know if you see it when you pass by later. Stress ham note 248 with reference task-2248.","ham","batch"
"The printing office said our posters will be ready tomorrow morning if no further edits are needed tonight. Stress ham note 249 with reference task-2249.","ham","batch"
"Could you send me the final version of the budget sheet before lunch so I can combine it with the other files? Stress ham note 250 with reference task-2250.","ham","batch"
